epoch,task,accuracy,balanced_accuracy,f1_macro,valid_samples
22,jungle_presence_label,0.5202,0.5199,0.5199,5369
22,support_roam_label,0.5959,0.5953,0.5952,5882
22,team_tendency_label,0.543,0.5366,0.5263,4930
23,jungle_presence_label,0.5267,0.5257,0.5244,5369
23,support_roam_label,0.5983,0.5974,0.5971,5882
23,team_tendency_label,0.5391,0.5341,0.5282,4930
24,jungle_presence_label,0.5265,0.5257,0.5249,5369
24,support_roam_label,0.5925,0.5921,0.5921,5882
24,team_tendency_label,0.5414,0.5356,0.5273,4930
25,jungle_presence_label,0.5249,0.5247,0.5247,5369
25,support_roam_label,0.5935,0.5934,0.5934,5882
25,team_tendency_label,0.5387,0.5331,0.5254,4930
26,jungle_presence_label,0.529,0.5286,0.5285,5369
26,support_roam_label,0.5903,0.5897,0.5896,5882
26,team_tendency_label,0.5355,0.53,0.5224,4930
27,jungle_presence_label,0.5241,0.5232,0.5224,5369
27,support_roam_label,0.591,0.5903,0.5901,5882
27,team_tendency_label,0.5375,0.5315,0.5222,4930
28,jungle_presence_label,0.5319,0.5309,0.5298,5369
28,support_roam_label,0.5942,0.5934,0.5933,5882
28,team_tendency_label,0.5318,0.5271,0.5218,4930
29,jungle_presence_label,0.526,0.5247,0.523,5369
29,support_roam_label,0.5886,0.5881,0.5881,5882
29,team_tendency_label,0.5351,0.5301,0.5244,4930
30,jungle_presence_label,0.5305,0.5299,0.5298,5369
30,support_roam_label,0.5891,0.5886,0.5886,5882
30,team_tendency_label,0.5353,0.5288,0.5176,4930
31,jungle_presence_label,0.5355,0.534,0.5314,5369
31,support_roam_label,0.5864,0.5852,0.5845,5882
31,team_tendency_label,0.5349,0.5284,0.5174,4930
32,jungle_presence_label,0.5286,0.5279,0.5274,5369
32,support_roam_label,0.5894,0.5891,0.5891,5882
32,team_tendency_label,0.5371,0.5327,0.5283,4930
33,jungle_presence_label,0.5355,0.5344,0.5332,5369
33,support_roam_label,0.5838,0.5833,0.5832,5882
33,team_tendency_label,0.5339,0.5306,0.5285,4930
34,jungle_presence_label,0.5293,0.529,0.529,5369
34,support_roam_label,0.5843,0.5841,0.5841,5882
34,team_tendency_label,0.5304,0.5257,0.5206,4930
35,jungle_presence_label,0.5368,0.5355,0.5338,5369
35,support_roam_label,0.5823,0.5826,0.5823,5882
35,team_tendency_label,0.5274,0.5243,0.5225,4930
36,jungle_presence_label,0.5278,0.5279,0.5278,5369
36,support_roam_label,0.584,0.5839,0.5839,5882
36,team_tendency_label,0.5282,0.5242,0.5208,4930
