error_rank,match_id,team_id,minute,event_type,monster_type,building_type,lane_type,killer,killer_relation,assists,ally_support_involved,ally_adc_involved,x,y,nearest_frame_minute,support_zone_v5_abs,adc_zone_v5_abs,dist_to_adc,out_bot_context_v5,far_from_adc_v5
20,EUW1_7831462570,200,7.85355,TURRET_PLATE_DESTROYED,,,BOT_LANE,"Jinx(BOTTOM,T100,pid4)",enemy_bottom,,False,False,13866,4505,8.003283333333334,RED_BASE,BOT_LANE_CORE,9388.85829054843,False,False
20,EUW1_7831462570,200,8.427466666666668,TURRET_PLATE_DESTROYED,,,BOT_LANE,"Jinx(BOTTOM,T100,pid4)",enemy_bottom,,False,False,13866,4505,8.003283333333334,RED_BASE,BOT_LANE_CORE,9388.85829054843,False,False
20,EUW1_7831462570,200,9.1653,TURRET_PLATE_DESTROYED,,,MID_LANE,"Lissandra(MIDDLE,T200,pid8)",ally_middle,,False,False,5846,6396,9.003316666666667,RIVER_TOP,BOT_LANE_CORE,7742.33982720986,True,True
20,EUW1_7831462570,200,9.780516666666667,ELITE_MONSTER_KILL,HORDE,,,"Sejuani(JUNGLE,T200,pid7)",ally_jungle,"Zyra(UTILITY,T200,pid10)",True,False,4790,10182,10.00375,BLUE_TOP_JUNGLE,MID_LANE,3959.336434303101,True,True
20,EUW1_7831462570,200,9.8078,TURRET_PLATE_DESTROYED,,,TOP_LANE,"DrMundo(TOP,T200,pid6)",ally_top,,False,False,981,10441,10.00375,BLUE_TOP_JUNGLE,MID_LANE,3959.336434303101,True,True
20,EUW1_7831462570,200,9.842866666666668,TURRET_PLATE_DESTROYED,,,BOT_LANE,,,,False,False,13866,4505,10.00375,BLUE_TOP_JUNGLE,MID_LANE,3959.336434303101,True,True
20,EUW1_7831462570,200,9.842866666666668,BUILDING_KILL,,TOWER_BUILDING,BOT_LANE,"Jinx(BOTTOM,T100,pid4)",enemy_bottom,,False,False,13866,4505,10.00375,BLUE_TOP_JUNGLE,MID_LANE,3959.336434303101,True,True
20,EUW1_7831462570,200,10.144,TURRET_PLATE_DESTROYED,,,BOT_LANE,"Jinx(BOTTOM,T100,pid4)",enemy_bottom,,False,False,13327,8226,10.00375,BLUE_TOP_JUNGLE,MID_LANE,3959.336434303101,True,True
20,EUW1_7831462570,200,10.2314,TURRET_PLATE_DESTROYED,,,BOT_LANE,"Jinx(BOTTOM,T100,pid4)",enemy_bottom,,False,False,13327,8226,10.00375,BLUE_TOP_JUNGLE,MID_LANE,3959.336434303101,True,True
20,EUW1_7831462570,200,10.322133333333333,ELITE_MONSTER_KILL,HORDE,,,"Sejuani(JUNGLE,T200,pid7)",ally_jungle,"DrMundo(TOP,T200,pid6); Zyra(UTILITY,T200,pid10)",True,False,5140,10349,10.00375,BLUE_TOP_JUNGLE,MID_LANE,3959.336434303101,True,True
20,EUW1_7831462570,200,10.410083333333333,TURRET_PLATE_DESTROYED,,,BOT_LANE,"Jinx(BOTTOM,T100,pid4)",enemy_bottom,,False,False,13327,8226,10.00375,BLUE_TOP_JUNGLE,MID_LANE,3959.336434303101,True,True
20,EUW1_7831462570,200,10.427333333333333,ELITE_MONSTER_KILL,HORDE,,,"Zyra(UTILITY,T200,pid10)",ally_support,"DrMundo(TOP,T200,pid6); Sejuani(JUNGLE,T200,pid7)",True,False,4842,10506,10.00375,BLUE_TOP_JUNGLE,MID_LANE,3959.336434303101,True,True
20,EUW1_7831462570,200,11.0802,TURRET_PLATE_DESTROYED,,,MID_LANE,,,,False,False,8955,8510,11.003933333333332,RED_TOP_JUNGLE,TOP_LANE_CORE,6515.131694754911,True,True
20,EUW1_7831462570,200,11.364216666666668,TURRET_PLATE_DESTROYED,,,TOP_LANE,"Ashe(BOTTOM,T200,pid9)",ally_adc,,False,True,981,10441,11.003933333333332,RED_TOP_JUNGLE,TOP_LANE_CORE,6515.131694754911,True,True
20,EUW1_7831462570,200,11.832966666666668,ELITE_MONSTER_KILL,DRAGON,,,"Sejuani(JUNGLE,T200,pid7)",ally_jungle,"Lissandra(MIDDLE,T200,pid8); Zyra(UTILITY,T200,pid10)",True,False,9837,4397,11.003933333333332,RED_TOP_JUNGLE,TOP_LANE_CORE,6515.131694754911,True,True
20,EUW1_7831462570,200,11.845766666666666,TURRET_PLATE_DESTROYED,,,TOP_LANE,,,,False,False,981,10441,11.003933333333332,RED_TOP_JUNGLE,TOP_LANE_CORE,6515.131694754911,True,True
20,EUW1_7831462570,200,11.845766666666666,BUILDING_KILL,,TOWER_BUILDING,TOP_LANE,"DrMundo(TOP,T200,pid6)",ally_top,,False,False,981,10441,11.003933333333332,RED_TOP_JUNGLE,TOP_LANE_CORE,6515.131694754911,True,True
