match_id,team_id,frame_idx,minute,support_x,support_y,support_zone_v5_abs,support_exclusion_reason
EUW1_7696447934,200,7,7.003466666666666,13394.0,11341.0,RED_BASE,support_in_base
EUW1_7696448262,200,8,8.004233333333334,13650.0,14027.0,RED_BASE,support_in_base
EUW1_7696448615,100,8,8.003583333333333,2248.0,875.0,BLUE_BASE,support_in_base
EUW1_7696448615,200,10,10.0045,14340.0,14391.0,RED_BASE,support_in_base
EUW1_7696449520,100,11,11.004333333333333,8589.0,4763.0,BLUE_BOT_JUNGLE,support_dead_with_xy
EUW1_7696450109,100,6,6.00285,590.0,478.0,BLUE_BASE,support_in_base
EUW1_7696450109,100,9,9.0041,867.0,555.0,BLUE_BASE,support_in_base
EUW1_7696450204,200,6,6.002816666666667,14340.0,14391.0,RED_BASE,support_in_base
EUW1_7696450204,200,10,10.0039,14340.0,14391.0,RED_BASE,support_in_base
EUW1_7696450291,100,8,8.00375,989.0,1457.0,BLUE_BASE,support_in_base
EUW1_7696450291,100,9,9.0039,2245.0,592.0,BLUE_BASE,support_in_base
EUW1_7696450291,100,10,10.004183333333334,595.0,1813.0,BLUE_BASE,support_in_base
EUW1_7696450867,100,5,5.00165,394.0,461.0,BLUE_BASE,support_in_base
EUW1_7696450879,100,6,6.002833333333333,10630.0,1347.0,BOT_LANE_CORE,support_dead_with_xy
EUW1_7696450879,100,9,9.0038,1251.0,1026.0,BLUE_BASE,support_in_base
EUW1_7696450879,200,10,10.004116666666667,14334.0,14362.0,RED_BASE,support_in_base
EUW1_7696451389,100,9,9.00175,12809.0,2445.0,BOT_LANE_CORE,support_dead_with_xy
EUW1_7696451389,100,11,11.003733333333333,11802.0,1163.0,BOT_LANE_CORE,support_dead_with_xy
EUW1_7696451389,200,9,9.00175,13360.0,3293.0,BOT_LANE_CORE,support_dead_with_xy
