match_id,team_id,frame_idx,minute,adc_x,adc_y,adc_zone_v5_abs,adc_exclusion_reason
EUW1_7697248227,100,7,7.00295,3110.0,721.0,BLUE_BASE,adc_in_base
EUW1_7697248227,100,8,8.003216666666667,2593.0,621.0,BLUE_BASE,adc_in_base
EUW1_7697248227,100,9,9.003383333333334,12341.0,1349.0,BOT_LANE_CORE,adc_dead_with_xy
EUW1_7697248227,200,9,9.003383333333334,12109.0,1515.0,BOT_LANE_CORE,adc_dead_with_xy
EUW1_7697248408,100,8,8.0038,1043.0,575.0,BLUE_BASE,adc_in_base
EUW1_7697248537,100,7,7.0038,11143.0,978.0,BOT_LANE_CORE,adc_dead_with_xy
EUW1_7697249836,100,11,11.004483333333333,746.0,561.0,BLUE_BASE,adc_in_base
EUW1_7697251944,100,9,9.003683333333333,2845.0,835.0,BLUE_BASE,adc_in_base
EUW1_7697252650,200,6,6.001216666666667,14115.0,11099.0,RED_BASE,adc_in_base
EUW1_7697253830,100,9,9.004266666666666,3050.0,724.0,BLUE_BASE,adc_in_base
EUW1_7697254254,200,11,11.005366666666667,14148.0,13348.0,RED_BASE,adc_in_base
EUW1_7697256220,100,7,7.004483333333333,3109.0,898.0,BLUE_BASE,adc_in_base
EUW1_7697258879,100,8,8.0033,1504.0,687.0,BLUE_BASE,adc_in_base
EUW1_7697260905,200,7,7.003833333333334,11498.0,3350.0,BOT_SIDE_NEAR,adc_dead_with_xy
EUW1_7697261530,100,8,8.003133333333333,10470.0,1303.0,BOT_LANE_CORE,adc_dead_with_xy
EUW1_7697263813,200,9,9.0018,9094.0,2120.0,BOT_SIDE_NEAR,adc_dead_with_xy
EUW1_7697263813,200,11,11.003866666666667,6875.0,1015.0,BOT_LANE_CORE,adc_dead_with_xy
EUW1_7697264261,200,7,7.0026166666666665,14287.0,13892.0,RED_BASE,adc_in_base
EUW1_7697264441,200,11,11.0045,14141.0,12789.0,RED_BASE,adc_in_base
EUW1_7697264741,100,5,5.000883333333333,939.0,559.0,BLUE_BASE,adc_in_base
EUW1_7697264741,100,11,11.00415,2904.0,765.0,BLUE_BASE,adc_in_base
EUW1_7697264876,100,10,10.00255,11890.0,3104.0,BOT_SIDE_NEAR,adc_dead_with_xy
EUW1_7697264876,200,5,5.0014,14340.0,14391.0,RED_BASE,adc_in_base
EUW1_7697265045,100,7,7.00375,10793.0,1101.0,BOT_LANE_CORE,adc_dead_with_xy
EUW1_7697265045,200,6,6.003666666666667,14576.0,14151.0,RED_BASE,adc_in_base
EUW1_7697265684,200,6,6.0037666666666665,14158.0,12095.0,RED_BASE,adc_in_base
EUW1_7697266046,200,7,7.003383333333334,10509.0,6154.0,RED_BOT_JUNGLE,adc_dead_with_xy
EUW1_7697266489,100,7,7.003616666666667,2064.0,696.0,BLUE_BASE,adc_in_base
EUW1_7697266489,200,5,5.002866666666667,14311.0,13945.0,RED_BASE,adc_in_base
EUW1_7697266489,200,6,6.003066666666666,11571.0,1455.0,BOT_LANE_CORE,adc_dead_with_xy
EUW1_7697266489,200,11,11.004883333333334,14005.0,13591.0,RED_BASE,adc_in_base
EUW1_7697266536,100,11,11.00495,2158.0,608.0,BLUE_BASE,adc_in_base
EUW1_7697266734,100,11,11.0046,2601.0,743.0,BLUE_BASE,adc_in_base
EUW1_7697267835,100,6,6.002833333333333,2476.0,677.0,BLUE_BASE,adc_in_base
EUW1_7697267835,100,11,11.004866666666667,1037.0,616.0,BLUE_BASE,adc_in_base
EUW1_7697268272,100,10,10.003983333333334,3516.0,935.0,BLUE_BASE,adc_in_base
EUW1_7697268272,200,7,7.002866666666667,13768.0,4656.0,BOT_LANE_CORE,adc_dead_with_xy
EUW1_7697269105,100,8,8.00305,11683.0,1101.0,BOT_LANE_CORE,adc_dead_with_xy
EUW1_7697269768,100,8,8.003466666666666,10372.0,808.0,BOT_LANE_CORE,adc_dead_with_xy
EUW1_7697269768,200,10,10.003816666666667,14062.0,12022.0,RED_BASE,adc_in_base
EUW1_7697269867,100,11,11.004716666666667,3531.0,684.0,BLUE_BASE,adc_in_base
EUW1_7697271836,100,10,10.004383333333333,10028.0,900.0,BOT_LANE_CORE,adc_dead_with_xy
EUW1_7697273103,100,8,8.00375,697.0,524.0,BLUE_BASE,adc_in_base
EUW1_7697273103,200,8,8.00375,14218.0,13543.0,RED_BASE,adc_in_base
EUW1_7697273240,200,10,10.00475,14048.0,11913.0,RED_BASE,adc_in_base
EUW1_7697274515,100,9,9.004616666666667,394.0,461.0,BLUE_BASE,adc_in_base
EUW1_7697274515,100,11,11.005483333333334,2236.0,651.0,BLUE_BASE,adc_in_base
EUW1_7697274515,200,9,9.004616666666667,13947.0,11699.0,RED_BASE,adc_in_base
EUW1_7697274981,100,9,9.004066666666667,10017.0,978.0,BOT_LANE_CORE,adc_dead_with_xy
EUW1_7697275434,100,5,5.001316666666667,11323.0,1659.0,BOT_LANE_CORE,adc_dead_with_xy
EUW1_7697275434,100,9,9.003883333333333,1879.0,647.0,BLUE_BASE,adc_in_base
EUW1_7697276521,100,10,10.003916666666667,1226.0,607.0,BLUE_BASE,adc_in_base
EUW1_7697276683,200,11,11.003933333333332,5110.0,8267.0,BLUE_TOP_JUNGLE,adc_dead_with_xy
EUW1_7697277866,100,8,8.004383333333333,507.0,480.0,BLUE_BASE,adc_in_base
