epoch,train_loss,val_loss,is_best,jungle_presence_accuracy,jungle_presence_balanced_accuracy,jungle_presence_f1_macro,jungle_presence_valid_samples,support_roam_accuracy,support_roam_balanced_accuracy,support_roam_f1_macro,support_roam_valid_samples,team_tendency_accuracy,team_tendency_balanced_accuracy,team_tendency_f1_macro,team_tendency_valid_samples
35,1.0425569703736282,1.0601526596017699,0,0.3927,0.3559,0.25,5910,0.3807,0.3956,0.3089,5910,0.4359,0.3683,0.354,5910
36,1.0422104712871931,1.0598010454484452,1,0.3895,0.3547,0.2519,5910,0.3783,0.3929,0.3068,5910,0.4409,0.368,0.3545,5910
37,1.0410479338641094,1.0602496786165962,0,0.3927,0.3605,0.2611,5910,0.379,0.394,0.3076,5910,0.4376,0.3716,0.3611,5910
38,1.0382067436090783,1.062051856497621,0,0.388,0.3532,0.2504,5910,0.3794,0.3942,0.3077,5910,0.4396,0.3702,0.3592,5910
39,1.0376087179442146,1.0620345734501047,0,0.3893,0.3554,0.2538,5910,0.381,0.3955,0.3087,5910,0.4347,0.3681,0.3553,5910
40,1.0352437826582623,1.0633063706851449,0,0.388,0.3572,0.2595,5910,0.3783,0.3931,0.3069,5910,0.4203,0.3671,0.3546,5910
41,1.0343454072923224,1.0636211237124784,0,0.3846,0.3535,0.2557,5910,0.379,0.3937,0.3074,5910,0.4288,0.3704,0.3578,5910
42,1.0321968569569984,1.063750527272168,0,0.3851,0.3575,0.2632,5910,0.3763,0.3912,0.3055,5910,0.4196,0.3661,0.3584,5910
43,1.0293166259823716,1.063582017094956,0,0.3856,0.3582,0.264,5910,0.3777,0.3922,0.3062,5910,0.4286,0.3725,0.3662,5910
44,1.028441784063168,1.064800545931266,0,0.3883,0.3642,0.2718,5910,0.3761,0.3906,0.305,5910,0.4112,0.3682,0.3568,5910
45,1.0263703532227002,1.0657681531712488,0,0.3824,0.3599,0.2695,5910,0.3761,0.3907,0.3051,5910,0.4217,0.3679,0.362,5910
46,1.0269634948769197,1.065675594439563,0,0.3844,0.3584,0.2652,5910,0.3805,0.3951,0.3085,5910,0.4271,0.3682,0.3626,5910
47,1.022378569165664,1.067955821096998,0,0.3817,0.3571,0.2654,5910,0.3763,0.3902,0.3045,5910,0.4188,0.3616,0.3562,5910
48,1.0233632110702204,1.0679297471006106,0,0.3834,0.3559,0.2617,5910,0.3745,0.3885,0.3032,5910,0.4169,0.3642,0.356,5910
49,1.019364311408674,1.0698208802444278,0,0.3799,0.3604,0.2721,5910,0.3766,0.3914,0.3057,5910,0.4105,0.364,0.3571,5910
50,1.0170623497712834,1.0701407624581944,0,0.3841,0.3603,0.269,5910,0.3765,0.3909,0.3052,5910,0.4112,0.3643,0.3551,5910
51,1.0163482202894596,1.0705672600144258,0,0.3831,0.3565,0.2633,5910,0.3765,0.3908,0.305,5910,0.4066,0.3616,0.3556,5910
