epoch,task,accuracy,balanced_accuracy,f1_macro,valid_samples
32,jungle_presence_label,0.389,0.3479,0.2342,5910
32,support_roam_label,0.3846,0.3991,0.3115,5910
32,team_tendency_label,0.4413,0.3661,0.3509,5910
33,jungle_presence_label,0.3902,0.3488,0.2345,5910
33,support_roam_label,0.3819,0.3963,0.3092,5910
33,team_tendency_label,0.4391,0.3614,0.3437,5910
34,jungle_presence_label,0.3922,0.354,0.2457,5910
34,support_roam_label,0.3838,0.3978,0.3103,5910
34,team_tendency_label,0.4421,0.3648,0.3551,5910
35,jungle_presence_label,0.3927,0.3559,0.25,5910
35,support_roam_label,0.3807,0.3956,0.3089,5910
35,team_tendency_label,0.4359,0.3683,0.354,5910
36,jungle_presence_label,0.3895,0.3547,0.2519,5910
36,support_roam_label,0.3783,0.3929,0.3068,5910
36,team_tendency_label,0.4409,0.368,0.3545,5910
37,jungle_presence_label,0.3927,0.3605,0.2611,5910
37,support_roam_label,0.379,0.394,0.3076,5910
37,team_tendency_label,0.4376,0.3716,0.3611,5910
38,jungle_presence_label,0.388,0.3532,0.2504,5910
38,support_roam_label,0.3794,0.3942,0.3077,5910
38,team_tendency_label,0.4396,0.3702,0.3592,5910
39,jungle_presence_label,0.3893,0.3554,0.2538,5910
39,support_roam_label,0.381,0.3955,0.3087,5910
39,team_tendency_label,0.4347,0.3681,0.3553,5910
40,jungle_presence_label,0.388,0.3572,0.2595,5910
40,support_roam_label,0.3783,0.3931,0.3069,5910
40,team_tendency_label,0.4203,0.3671,0.3546,5910
41,jungle_presence_label,0.3846,0.3535,0.2557,5910
41,support_roam_label,0.379,0.3937,0.3074,5910
41,team_tendency_label,0.4288,0.3704,0.3578,5910
42,jungle_presence_label,0.3851,0.3575,0.2632,5910
42,support_roam_label,0.3763,0.3912,0.3055,5910
42,team_tendency_label,0.4196,0.3661,0.3584,5910
43,jungle_presence_label,0.3856,0.3582,0.264,5910
43,support_roam_label,0.3777,0.3922,0.3062,5910
43,team_tendency_label,0.4286,0.3725,0.3662,5910
44,jungle_presence_label,0.3883,0.3642,0.2718,5910
44,support_roam_label,0.3761,0.3906,0.305,5910
44,team_tendency_label,0.4112,0.3682,0.3568,5910
45,jungle_presence_label,0.3824,0.3599,0.2695,5910
45,support_roam_label,0.3761,0.3907,0.3051,5910
45,team_tendency_label,0.4217,0.3679,0.362,5910
46,jungle_presence_label,0.3844,0.3584,0.2652,5910
46,support_roam_label,0.3805,0.3951,0.3085,5910
46,team_tendency_label,0.4271,0.3682,0.3626,5910
47,jungle_presence_label,0.3817,0.3571,0.2654,5910
47,support_roam_label,0.3763,0.3902,0.3045,5910
47,team_tendency_label,0.4188,0.3616,0.3562,5910
48,jungle_presence_label,0.3834,0.3559,0.2617,5910
48,support_roam_label,0.3745,0.3885,0.3032,5910
48,team_tendency_label,0.4169,0.3642,0.356,5910
49,jungle_presence_label,0.3799,0.3604,0.2721,5910
49,support_roam_label,0.3766,0.3914,0.3057,5910
49,team_tendency_label,0.4105,0.364,0.3571,5910
50,jungle_presence_label,0.3841,0.3603,0.269,5910
50,support_roam_label,0.3765,0.3909,0.3052,5910
50,team_tendency_label,0.4112,0.3643,0.3551,5910
51,jungle_presence_label,0.3831,0.3565,0.2633,5910
51,support_roam_label,0.3765,0.3908,0.305,5910
51,team_tendency_label,0.4066,0.3616,0.3556,5910
