case_id,case_group,case_rank,match_id,team_id,minute,event_type,killer,victim,assists,killer_relation,victim_relation,assist_relations,monster_type,building_type,lane_type,ally_support_involved,ally_adc_involved,ally_support_died,ally_adc_died,ally_support_assist,ally_adc_assist,x,y
top_error_01_EUW1_7831489390_200,top_error,1,EUW1_7831489390,200,5.377866666666667,CHAMPION_KILL,"Sion(TOP,T200,pid6)","Pyke(UTILITY,T100,pid5)",,ally_top,enemy_utility,,,,,False,False,False,False,False,False,3148,13745
top_error_01_EUW1_7831489390_200,top_error,1,EUW1_7831489390,200,5.4027,CHAMPION_KILL,"Pyke(UTILITY,T100,pid5)","Sion(TOP,T200,pid6)","Jayce(TOP,T100,pid1)",enemy_utility,ally_top,enemy_top,,,,False,False,False,False,False,False,3372,13525
top_error_01_EUW1_7831489390_200,top_error,1,EUW1_7831489390,200,6.140016666666667,TURRET_PLATE_DESTROYED,"Velkoz(BOTTOM,T100,pid4)",,,enemy_bottom,,,,,BOT_LANE,False,False,False,False,False,False,13866,4505
top_error_01_EUW1_7831489390_200,top_error,1,EUW1_7831489390,200,6.64795,CHAMPION_KILL,"Velkoz(BOTTOM,T100,pid4)","Smolder(BOTTOM,T200,pid9)",,enemy_bottom,ally_adc,,,,,False,True,False,True,False,False,13509,4661
top_error_01_EUW1_7831489390_200,top_error,1,EUW1_7831489390,200,7.192616666666667,TURRET_PLATE_DESTROYED,,,,,,,,,BOT_LANE,False,False,False,False,False,False,13866,4505
top_error_01_EUW1_7831489390_200,top_error,1,EUW1_7831489390,200,7.357383333333333,CHAMPION_KILL,"Velkoz(BOTTOM,T100,pid4)","Smolder(BOTTOM,T200,pid9)",,enemy_bottom,ally_adc,,,,,False,True,False,True,False,False,13584,3598
top_error_01_EUW1_7831489390_200,top_error,1,EUW1_7831489390,200,7.5337,CHAMPION_KILL,"Jayce(TOP,T100,pid1)","Talon(JUNGLE,T200,pid7)",,enemy_top,ally_jungle,,,,,False,False,False,False,False,False,7209,14089
top_error_01_EUW1_7831489390_200,top_error,1,EUW1_7831489390,200,7.630566666666667,CHAMPION_KILL,"Sion(TOP,T200,pid6)","Pyke(UTILITY,T100,pid5)","Yuumi(UTILITY,T200,pid10)",ally_top,enemy_utility,ally_support,,,,True,False,False,False,True,False,6898,12886
top_error_01_EUW1_7831489390_200,top_error,1,EUW1_7831489390,200,7.705916666666667,CHAMPION_KILL,"Jayce(TOP,T100,pid1)","Sion(TOP,T200,pid6)","Shaco(JUNGLE,T100,pid2); Pyke(UTILITY,T100,pid5)",enemy_top,ally_top,enemy_jungle; enemy_utility,,,,False,False,False,False,False,False,7858,13546
top_error_01_EUW1_7831489390_200,top_error,1,EUW1_7831489390,200,7.77215,TURRET_PLATE_DESTROYED,"Azir(MIDDLE,T100,pid3)",,,enemy_middle,,,,,MID_LANE,False,False,False,False,False,False,8955,8510
top_error_01_EUW1_7831489390_200,top_error,1,EUW1_7831489390,200,8.264683333333334,CHAMPION_KILL,"Velkoz(BOTTOM,T100,pid4)","Smolder(BOTTOM,T200,pid9)",,enemy_bottom,ally_adc,,,,,False,True,False,True,False,False,13368,3286
top_error_01_EUW1_7831489390_200,top_error,1,EUW1_7831489390,200,8.271366666666667,TURRET_PLATE_DESTROYED,"Jayce(TOP,T100,pid1)",,,enemy_top,,,,,TOP_LANE,False,False,False,False,False,False,4318,13875
top_error_01_EUW1_7831489390_200,top_error,1,EUW1_7831489390,200,8.38735,TURRET_PLATE_DESTROYED,,,,,,,,,TOP_LANE,False,False,False,False,False,False,4318,13875
top_error_01_EUW1_7831489390_200,top_error,1,EUW1_7831489390,200,8.680166666666667,TURRET_PLATE_DESTROYED,,,,,,,,,MID_LANE,False,False,False,False,False,False,5846,6396
top_error_01_EUW1_7831489390_200,top_error,1,EUW1_7831489390,200,8.782116666666667,CHAMPION_KILL,"Shaco(JUNGLE,T100,pid2)","Talon(JUNGLE,T200,pid7)",,enemy_jungle,ally_jungle,,,,,False,False,False,False,False,False,8872,4517
top_error_01_EUW1_7831489390_200,top_error,1,EUW1_7831489390,200,8.937116666666666,CHAMPION_KILL,"Velkoz(BOTTOM,T100,pid4)","KogMaw(MIDDLE,T200,pid8)","Azir(MIDDLE,T100,pid3); Pyke(UTILITY,T100,pid5)",enemy_bottom,ally_middle,enemy_middle; enemy_utility,,,,False,False,False,False,False,False,10505,6147
top_error_01_EUW1_7831489390_200,top_error,1,EUW1_7831489390,200,9.049666666666667,CHAMPION_KILL,"Azir(MIDDLE,T100,pid3)","Yuumi(UTILITY,T200,pid10)","Shaco(JUNGLE,T100,pid2); Velkoz(BOTTOM,T100,pid4); Pyke(UTILITY,T100,pid5)",enemy_middle,ally_support,enemy_jungle; enemy_bottom; enemy_utility,,,,True,False,True,False,False,False,10621,6264
top_error_01_EUW1_7831489390_200,top_error,1,EUW1_7831489390,200,9.244633333333333,CHAMPION_KILL,"Velkoz(BOTTOM,T100,pid4)","Smolder(BOTTOM,T200,pid9)",,enemy_bottom,ally_adc,,,,,False,True,False,True,False,False,13396,3923
top_error_01_EUW1_7831489390_200,top_error,1,EUW1_7831489390,200,9.652266666666666,TURRET_PLATE_DESTROYED,,,,,,,,,BOT_LANE,False,False,False,False,False,False,13866,4505
top_error_01_EUW1_7831489390_200,top_error,1,EUW1_7831489390,200,10.27385,CHAMPION_KILL,"Talon(JUNGLE,T200,pid7)","Jayce(TOP,T100,pid1)","Sion(TOP,T200,pid6); Yuumi(UTILITY,T200,pid10)",ally_jungle,enemy_top,ally_top; ally_support,,,,True,False,False,False,True,False,3812,13260
top_error_01_EUW1_7831489390_200,top_error,1,EUW1_7831489390,200,10.507166666666667,CHAMPION_KILL,"Azir(MIDDLE,T100,pid3)","Talon(JUNGLE,T200,pid7)","Jayce(TOP,T100,pid1); Shaco(JUNGLE,T100,pid2)",enemy_middle,ally_jungle,enemy_top; enemy_jungle,,,,False,False,False,False,False,False,6083,12671
top_error_01_EUW1_7831489390_200,top_error,1,EUW1_7831489390,200,10.635433333333333,CHAMPION_KILL,"Azir(MIDDLE,T100,pid3)","Yuumi(UTILITY,T200,pid10)","Shaco(JUNGLE,T100,pid2)",enemy_middle,ally_support,enemy_jungle,,,,True,False,True,False,False,False,6380,12571
top_error_01_EUW1_7831489390_200,top_error,1,EUW1_7831489390,200,10.643783333333333,TURRET_PLATE_DESTROYED,"KogMaw(MIDDLE,T200,pid8)",,,ally_middle,,,,,MID_LANE,False,False,False,False,False,False,5846,6396
top_error_01_EUW1_7831489390_200,top_error,1,EUW1_7831489390,200,10.989933333333333,ELITE_MONSTER_KILL,"Shaco(JUNGLE,T100,pid2)",,"Pyke(UTILITY,T100,pid5)",enemy_jungle,,enemy_utility,HORDE,,,False,False,False,False,False,False,4766,10157
top_error_01_EUW1_7831489390_200,top_error,1,EUW1_7831489390,200,11.115216666666667,ELITE_MONSTER_KILL,"Shaco(JUNGLE,T100,pid2)",,"Pyke(UTILITY,T100,pid5)",enemy_jungle,,enemy_utility,HORDE,,,False,False,False,False,False,False,4901,9992
top_error_01_EUW1_7831489390_200,top_error,1,EUW1_7831489390,200,11.1514,TURRET_PLATE_DESTROYED,"Velkoz(BOTTOM,T100,pid4)",,,enemy_bottom,,,,,BOT_LANE,False,False,False,False,False,False,13866,4505
top_error_01_EUW1_7831489390_200,top_error,1,EUW1_7831489390,200,11.153633333333334,ELITE_MONSTER_KILL,"Shaco(JUNGLE,T100,pid2)",,"Pyke(UTILITY,T100,pid5)",enemy_jungle,,enemy_utility,HORDE,,,False,False,False,False,False,False,4609,10232
top_error_01_EUW1_7831489390_200,top_error,1,EUW1_7831489390,200,11.543733333333334,CHAMPION_KILL,"Azir(MIDDLE,T100,pid3)","KogMaw(MIDDLE,T200,pid8)","Pyke(UTILITY,T100,pid5)",enemy_middle,ally_middle,enemy_utility,,,,False,False,False,False,False,False,8428,7194
top_error_01_EUW1_7831489390_200,top_error,1,EUW1_7831489390,200,11.611083333333333,CHAMPION_KILL,"KogMaw(MIDDLE,T200,pid8)","Pyke(UTILITY,T100,pid5)",,ally_middle,enemy_utility,,,,,False,False,False,False,False,False,8471,6222
top_error_02_EUW1_7706461344_100,top_error,2,EUW1_7706461344,100,1.8107833333333334,CHAMPION_KILL,"Sona(UTILITY,T200,pid10)","Zeri(BOTTOM,T100,pid4)","Lucian(BOTTOM,T200,pid9)",enemy_utility,ally_adc,enemy_bottom,,,,False,True,False,True,False,False,10393,828
top_error_02_EUW1_7706461344_100,top_error,2,EUW1_7706461344,100,3.0143666666666666,CHAMPION_KILL,"Graves(JUNGLE,T200,pid7)","Viego(JUNGLE,T100,pid2)",,enemy_jungle,ally_jungle,,,,,False,False,False,False,False,False,1756,6935
top_error_02_EUW1_7706461344_100,top_error,2,EUW1_7706461344,100,3.4949,CHAMPION_KILL,"Sona(UTILITY,T200,pid10)","Zeri(BOTTOM,T100,pid4)","Lucian(BOTTOM,T200,pid9)",enemy_utility,ally_adc,enemy_bottom,,,,False,True,False,True,False,False,11603,1565
top_error_02_EUW1_7706461344_100,top_error,2,EUW1_7706461344,100,3.9084666666666665,CHAMPION_KILL,"KSante(TOP,T100,pid1)","Camille(TOP,T200,pid6)",,ally_top,enemy_top,,,,,False,False,False,False,False,False,3488,11938
top_error_02_EUW1_7706461344_100,top_error,2,EUW1_7706461344,100,4.1691,TURRET_PLATE_DESTROYED,"TwistedFate(MIDDLE,T200,pid8)",,,enemy_middle,,,,,MID_LANE,False,False,False,False,False,False,5846,6396
top_error_02_EUW1_7706461344_100,top_error,2,EUW1_7706461344,100,4.2114,CHAMPION_KILL,"TwistedFate(MIDDLE,T200,pid8)","Viego(JUNGLE,T100,pid2)","Graves(JUNGLE,T200,pid7)",enemy_middle,ally_jungle,enemy_jungle,,,,False,False,False,False,False,False,4973,5953
top_error_02_EUW1_7706461344_100,top_error,2,EUW1_7706461344,100,4.28655,TURRET_PLATE_DESTROYED,,,,,,,,,BOT_LANE,False,False,False,False,False,False,10504,1029
top_error_02_EUW1_7706461344_100,top_error,2,EUW1_7706461344,100,4.3372,CHAMPION_KILL,"Lucian(BOTTOM,T200,pid9)","Zeri(BOTTOM,T100,pid4)","Sona(UTILITY,T200,pid10)",enemy_bottom,ally_adc,enemy_utility,,,,False,True,False,True,False,False,11432,949
top_error_02_EUW1_7706461344_100,top_error,2,EUW1_7706461344,100,4.995233333333333,CHAMPION_KILL,"TwistedFate(MIDDLE,T200,pid8)","Cassiopeia(MIDDLE,T100,pid3)",,enemy_middle,ally_middle,,,,,False,False,False,False,False,False,6713,6694
top_error_02_EUW1_7706461344_100,top_error,2,EUW1_7706461344,100,5.69625,CHAMPION_KILL,"Lucian(BOTTOM,T200,pid9)","Yuumi(UTILITY,T100,pid5)","Sona(UTILITY,T200,pid10)",enemy_bottom,ally_support,enemy_utility,,,,True,False,True,False,False,False,10671,878
top_error_02_EUW1_7706461344_100,top_error,2,EUW1_7706461344,100,5.868266666666667,TURRET_PLATE_DESTROYED,,,,,,,,,BOT_LANE,False,False,False,False,False,False,10504,1029
top_error_02_EUW1_7706461344_100,top_error,2,EUW1_7706461344,100,6.185266666666666,CHAMPION_KILL,"KSante(TOP,T100,pid1)","Camille(TOP,T200,pid6)",,ally_top,enemy_top,,,,,False,False,False,False,False,False,3424,13203
top_error_02_EUW1_7706461344_100,top_error,2,EUW1_7706461344,100,6.1897166666666665,CHAMPION_KILL,"Lucian(BOTTOM,T200,pid9)","Zeri(BOTTOM,T100,pid4)","Sona(UTILITY,T200,pid10)",enemy_bottom,ally_adc,enemy_utility,,,,False,True,False,True,False,False,10294,1681
top_error_02_EUW1_7706461344_100,top_error,2,EUW1_7706461344,100,6.437416666666667,CHAMPION_KILL,"Graves(JUNGLE,T200,pid7)","KSante(TOP,T100,pid1)",,enemy_jungle,ally_top,,,,,False,False,False,False,False,False,5129,13303
top_error_02_EUW1_7706461344_100,top_error,2,EUW1_7706461344,100,6.5098,CHAMPION_KILL,"Cassiopeia(MIDDLE,T100,pid3)","TwistedFate(MIDDLE,T200,pid8)","Viego(JUNGLE,T100,pid2)",ally_middle,enemy_middle,ally_jungle,,,,False,False,False,False,False,False,8697,7072
top_error_02_EUW1_7706461344_100,top_error,2,EUW1_7706461344,100,6.834966666666666,TURRET_PLATE_DESTROYED,,,,,,,,,MID_LANE,False,False,False,False,False,False,8955,8510
top_error_02_EUW1_7706461344_100,top_error,2,EUW1_7706461344,100,7.048416666666666,CHAMPION_KILL,"Lucian(BOTTOM,T200,pid9)","Viego(JUNGLE,T100,pid2)","Sona(UTILITY,T200,pid10)",enemy_bottom,ally_jungle,enemy_utility,,,,False,False,False,False,False,False,7451,3273
top_error_02_EUW1_7706461344_100,top_error,2,EUW1_7706461344,100,7.307366666666667,TURRET_PLATE_DESTROYED,,,,,,,,,BOT_LANE,False,False,False,False,False,False,13866,4505
top_error_02_EUW1_7706461344_100,top_error,2,EUW1_7706461344,100,7.467133333333333,CHAMPION_KILL,"Graves(JUNGLE,T200,pid7)","Yuumi(UTILITY,T100,pid5)",,enemy_jungle,ally_support,,,,,True,False,True,False,False,False,5652,5454
top_error_02_EUW1_7706461344_100,top_error,2,EUW1_7706461344,100,7.91035,CHAMPION_KILL,"Graves(JUNGLE,T200,pid7)","Zeri(BOTTOM,T100,pid4)","Lucian(BOTTOM,T200,pid9); Sona(UTILITY,T200,pid10)",enemy_jungle,ally_adc,enemy_bottom; enemy_utility,,,,False,True,False,True,False,False,9644,856
top_error_02_EUW1_7706461344_100,top_error,2,EUW1_7706461344,100,8.24795,TURRET_PLATE_DESTROYED,"KSante(TOP,T100,pid1)",,,ally_top,,,,,TOP_LANE,False,False,False,False,False,False,4318,13875
top_error_02_EUW1_7706461344_100,top_error,2,EUW1_7706461344,100,8.288033333333333,TURRET_PLATE_DESTROYED,,,,,,,,,BOT_LANE,False,False,False,False,False,False,10504,1029
top_error_02_EUW1_7706461344_100,top_error,2,EUW1_7706461344,100,9.096533333333333,ELITE_MONSTER_KILL,"Graves(JUNGLE,T200,pid7)",,,enemy_jungle,,,DRAGON,,,False,False,False,False,False,False,9837,4397
top_error_02_EUW1_7706461344_100,top_error,2,EUW1_7706461344,100,9.252383333333333,ELITE_MONSTER_KILL,"Viego(JUNGLE,T100,pid2)",,,ally_jungle,,,HORDE,,,False,False,False,False,False,False,4790,10182
top_error_02_EUW1_7706461344_100,top_error,2,EUW1_7706461344,100,9.2702,CHAMPION_KILL,"Graves(JUNGLE,T200,pid7)","Zeri(BOTTOM,T100,pid4)","TwistedFate(MIDDLE,T200,pid8); Sona(UTILITY,T200,pid10)",enemy_jungle,ally_adc,enemy_middle; enemy_utility,,,,False,True,False,True,False,False,8519,4735
top_error_02_EUW1_7706461344_100,top_error,2,EUW1_7706461344,100,9.324183333333334,CHAMPION_KILL,"Lucian(BOTTOM,T200,pid9)","Cassiopeia(MIDDLE,T100,pid3)","Graves(JUNGLE,T200,pid7); TwistedFate(MIDDLE,T200,pid8); Sona(UTILITY,T200,pid10)",enemy_bottom,ally_middle,enemy_jungle; enemy_middle; enemy_utility,,,,False,False,False,False,False,False,8873,4310
top_error_02_EUW1_7706461344_100,top_error,2,EUW1_7706461344,100,9.421666666666667,CHAMPION_KILL,"Lucian(BOTTOM,T200,pid9)","Yuumi(UTILITY,T100,pid5)","Graves(JUNGLE,T200,pid7); TwistedFate(MIDDLE,T200,pid8); Sona(UTILITY,T200,pid10)",enemy_bottom,ally_support,enemy_jungle; enemy_middle; enemy_utility,,,,True,False,True,False,False,False,7592,5761
top_error_02_EUW1_7706461344_100,top_error,2,EUW1_7706461344,100,9.460083333333333,ELITE_MONSTER_KILL,"Viego(JUNGLE,T100,pid2)",,,ally_jungle,,,HORDE,,,False,False,False,False,False,False,4756,10426
top_error_02_EUW1_7706461344_100,top_error,2,EUW1_7706461344,100,9.559716666666667,ELITE_MONSTER_KILL,"Viego(JUNGLE,T100,pid2)",,,ally_jungle,,,HORDE,,,False,False,False,False,False,False,5091,10302
top_error_02_EUW1_7706461344_100,top_error,2,EUW1_7706461344,100,9.695083333333333,TURRET_PLATE_DESTROYED,"Lucian(BOTTOM,T200,pid9)",,,enemy_bottom,,,,,MID_LANE,False,False,False,False,False,False,5846,6396
top_error_02_EUW1_7706461344_100,top_error,2,EUW1_7706461344,100,10.269566666666666,TURRET_PLATE_DESTROYED,"KSante(TOP,T100,pid1)",,,ally_top,,,,,TOP_LANE,False,False,False,False,False,False,4318,13875
top_error_02_EUW1_7706461344_100,top_error,2,EUW1_7706461344,100,10.5765,CHAMPION_KILL,"KSante(TOP,T100,pid1)","Camille(TOP,T200,pid6)",,ally_top,enemy_top,,,,,False,False,False,False,False,False,4311,13467
top_error_02_EUW1_7706461344_100,top_error,2,EUW1_7706461344,100,10.762516666666667,CHAMPION_KILL,"TwistedFate(MIDDLE,T200,pid8)","KSante(TOP,T100,pid1)","Camille(TOP,T200,pid6); Graves(JUNGLE,T200,pid7)",enemy_middle,ally_top,enemy_top; enemy_jungle,,,,False,False,False,False,False,False,3537,11564
top_error_02_EUW1_7706461344_100,top_error,2,EUW1_7706461344,100,11.115216666666667,TURRET_PLATE_DESTROYED,"Cassiopeia(MIDDLE,T100,pid3)",,,ally_middle,,,,,MID_LANE,False,False,False,False,False,False,8955,8510
top_error_02_EUW1_7706461344_100,top_error,2,EUW1_7706461344,100,11.161416666666666,TURRET_PLATE_DESTROYED,"TwistedFate(MIDDLE,T200,pid8)",,,enemy_middle,,,,,TOP_LANE,False,False,False,False,False,False,981,10441
top_error_02_EUW1_7706461344_100,top_error,2,EUW1_7706461344,100,11.2065,TURRET_PLATE_DESTROYED,,,,,,,,,BOT_LANE,False,False,False,False,False,False,10504,1029
top_error_02_EUW1_7706461344_100,top_error,2,EUW1_7706461344,100,11.310033333333333,TURRET_PLATE_DESTROYED,,,,,,,,,TOP_LANE,False,False,False,False,False,False,981,10441
top_error_02_EUW1_7706461344_100,top_error,2,EUW1_7706461344,100,11.464783333333333,TURRET_PLATE_DESTROYED,,,,,,,,,BOT_LANE,False,False,False,False,False,False,10504,1029
top_error_02_EUW1_7706461344_100,top_error,2,EUW1_7706461344,100,11.464783333333333,BUILDING_KILL,"Sona(UTILITY,T200,pid10)",,"Lucian(BOTTOM,T200,pid9)",enemy_utility,,enemy_bottom,,TOWER_BUILDING,BOT_LANE,False,False,False,False,False,False,10504,1029
top_error_02_EUW1_7706461344_100,top_error,2,EUW1_7706461344,100,11.880016666666666,TURRET_PLATE_DESTROYED,"KSante(TOP,T100,pid1)",,,ally_top,,,,,TOP_LANE,False,False,False,False,False,False,4318,13875
top_error_03_EUW1_7708715292_200,top_error,3,EUW1_7708715292,200,1.6661333333333332,CHAMPION_KILL,"Teemo(TOP,T200,pid6)","Swain(TOP,T100,pid1)",,ally_top,enemy_top,,,,,False,False,False,False,False,False,1047,10285
top_error_03_EUW1_7708715292_200,top_error,3,EUW1_7708715292,200,2.3575,TURRET_PLATE_DESTROYED,,,,,,,,,BOT_LANE,False,False,False,False,False,False,10504,1029
top_error_03_EUW1_7708715292_200,top_error,3,EUW1_7708715292,200,2.5401,CHAMPION_KILL,"Qiyana(MIDDLE,T100,pid3)","Yasuo(MIDDLE,T200,pid8)",,enemy_middle,ally_middle,,,,,False,False,False,False,False,False,8057,7449
top_error_03_EUW1_7708715292_200,top_error,3,EUW1_7708715292,200,2.6258166666666667,CHAMPION_KILL,"Tristana(BOTTOM,T100,pid4)","Senna(UTILITY,T200,pid10)","Blitzcrank(UTILITY,T100,pid5)",enemy_bottom,ally_support,enemy_utility,,,,True,False,True,False,False,False,11832,2035
top_error_03_EUW1_7708715292_200,top_error,3,EUW1_7708715292,200,2.7087666666666665,CHAMPION_KILL,"Caitlyn(BOTTOM,T200,pid9)","Tristana(BOTTOM,T100,pid4)","Senna(UTILITY,T200,pid10)",ally_adc,enemy_bottom,ally_support,,,,True,True,False,False,True,False,12713,2723
top_error_03_EUW1_7708715292_200,top_error,3,EUW1_7708715292,200,3.4646666666666666,CHAMPION_KILL,"Nidalee(JUNGLE,T100,pid2)","Diana(JUNGLE,T200,pid7)","Qiyana(MIDDLE,T100,pid3)",enemy_jungle,ally_jungle,enemy_middle,,,,False,False,False,False,False,False,5693,8826
top_error_03_EUW1_7708715292_200,top_error,3,EUW1_7708715292,200,4.212783333333333,CHAMPION_KILL,"Tristana(BOTTOM,T100,pid4)","Caitlyn(BOTTOM,T200,pid9)","Blitzcrank(UTILITY,T100,pid5)",enemy_bottom,ally_adc,enemy_utility,,,,False,True,False,True,False,False,12079,4383
top_error_03_EUW1_7708715292_200,top_error,3,EUW1_7708715292,200,4.5145,CHAMPION_KILL,"Tristana(BOTTOM,T100,pid4)","Senna(UTILITY,T200,pid10)","Blitzcrank(UTILITY,T100,pid5)",enemy_bottom,ally_support,enemy_utility,,,,True,False,True,False,False,False,13404,3554
top_error_03_EUW1_7708715292_200,top_error,3,EUW1_7708715292,200,4.666616666666667,CHAMPION_KILL,"Diana(JUNGLE,T200,pid7)","Qiyana(MIDDLE,T100,pid3)",,ally_jungle,enemy_middle,,,,,False,False,False,False,False,False,7145,6353
top_error_03_EUW1_7708715292_200,top_error,3,EUW1_7708715292,200,4.6844166666666665,TURRET_PLATE_DESTROYED,,,,,,,,,MID_LANE,False,False,False,False,False,False,8955,8510
top_error_03_EUW1_7708715292_200,top_error,3,EUW1_7708715292,200,4.6927666666666665,CHAMPION_KILL,"Teemo(TOP,T200,pid6)","Swain(TOP,T100,pid1)",,ally_top,enemy_top,,,,,False,False,False,False,False,False,1058,10819
top_error_03_EUW1_7708715292_200,top_error,3,EUW1_7708715292,200,4.693883333333333,TURRET_PLATE_DESTROYED,,,,,,,,,BOT_LANE,False,False,False,False,False,False,13866,4505
top_error_03_EUW1_7708715292_200,top_error,3,EUW1_7708715292,200,4.916033333333333,CHAMPION_KILL,"Nidalee(JUNGLE,T100,pid2)","Teemo(TOP,T200,pid6)","Swain(TOP,T100,pid1)",enemy_jungle,ally_top,enemy_top,,,,False,False,False,False,False,False,1323,12320
top_error_03_EUW1_7708715292_200,top_error,3,EUW1_7708715292,200,5.1997,TURRET_PLATE_DESTROYED,,,,,,,,,MID_LANE,False,False,False,False,False,False,5846,6396
top_error_03_EUW1_7708715292_200,top_error,3,EUW1_7708715292,200,5.9374,CHAMPION_KILL,"Diana(JUNGLE,T200,pid7)","Blitzcrank(UTILITY,T100,pid5)","Caitlyn(BOTTOM,T200,pid9)",ally_jungle,enemy_utility,ally_adc,,,,False,True,False,False,False,True,11675,1731
top_error_03_EUW1_7708715292_200,top_error,3,EUW1_7708715292,200,5.960216666666667,CHAMPION_KILL,"Qiyana(MIDDLE,T100,pid3)","Senna(UTILITY,T200,pid10)",,enemy_middle,ally_support,,,,,True,False,True,False,False,False,7275,7966
top_error_03_EUW1_7708715292_200,top_error,3,EUW1_7708715292,200,6.18195,CHAMPION_KILL,"Diana(JUNGLE,T200,pid7)","Tristana(BOTTOM,T100,pid4)","Caitlyn(BOTTOM,T200,pid9)",ally_jungle,enemy_bottom,ally_adc,,,,False,True,False,False,False,True,10153,1355
top_error_03_EUW1_7708715292_200,top_error,3,EUW1_7708715292,200,6.1852833333333335,CHAMPION_KILL,"Nidalee(JUNGLE,T100,pid2)","Diana(JUNGLE,T200,pid7)","Tristana(BOTTOM,T100,pid4)",enemy_jungle,ally_jungle,enemy_bottom,,,,False,False,False,False,False,False,10295,1273
top_error_03_EUW1_7708715292_200,top_error,3,EUW1_7708715292,200,6.2142333333333335,CHAMPION_KILL,"Yasuo(MIDDLE,T200,pid8)","Qiyana(MIDDLE,T100,pid3)",,ally_middle,enemy_middle,,,,,False,False,False,False,False,False,6083,6157
top_error_03_EUW1_7708715292_200,top_error,3,EUW1_7708715292,200,6.384016666666667,TURRET_PLATE_DESTROYED,,,,,,,,,BOT_LANE,False,False,False,False,False,False,10504,1029
top_error_03_EUW1_7708715292_200,top_error,3,EUW1_7708715292,200,6.874083333333333,TURRET_PLATE_DESTROYED,,,,,,,,,TOP_LANE,False,False,False,False,False,False,981,10441
top_error_03_EUW1_7708715292_200,top_error,3,EUW1_7708715292,200,7.303833333333333,TURRET_PLATE_DESTROYED,,,,,,,,,BOT_LANE,False,False,False,False,False,False,13866,4505
