case_id,case_group,case_rank,match_id,team_id,side,patch,frame_idx,minute,support_champion_name,adc_champion_name,support_alive,adc_alive,support_x,support_y,adc_x,adc_y,support_zone_v5_abs,adc_zone_v5_abs,dist_to_adc,valid_support_frame_v5,valid_coop_frame_v5,out_bot_context_v5,far_from_adc_v5,support_xp,adc_xp,xp_ratio_frame
bottom_error_11_EUW1_7728913380_200,bottom_error,11,EUW1_7728913380,200,red,16.3,8,8.003016666666667,Alistar,Ekko,True,True,12354.0,2048.0,12284.0,2205.0,BOT_LANE_CORE,BOT_LANE_CORE,171.89822570346675,True,True,False,False,1733.0,3052.0,0.567824377457405
bottom_error_11_EUW1_7728913380_200,bottom_error,11,EUW1_7728913380,200,red,16.3,9,9.003266666666667,Alistar,Ekko,True,True,10343.0,6151.0,12319.0,4782.0,RED_BOT_JUNGLE,BOT_SIDE_NEAR,2403.9003723116316,True,True,True,False,2240.0,3459.0,0.6475860075166233
bottom_error_11_EUW1_7728913380_200,bottom_error,11,EUW1_7728913380,200,red,16.3,10,10.0037,Alistar,Ekko,True,True,12949.0,3281.0,11870.0,3328.0,BOT_LANE_CORE,BOT_SIDE_NEAR,1080.023147900081,True,True,False,False,2564.0,3619.0,0.7084830063553468
bottom_error_11_EUW1_7728913380_200,bottom_error,11,EUW1_7728913380,200,red,16.3,11,11.0042,Alistar,Ekko,True,True,11066.0,10796.0,13208.0,8862.0,RED_BOT_JUNGLE,BOT_LANE_CORE,2885.917531739256,True,True,True,True,3009.0,4034.0,0.7459097669806644
bottom_error_12_EUW1_7758367754_100,bottom_error,12,EUW1_7758367754,100,blue,16.4,5,5.002383333333333,Elise,Jhin,True,True,3420.0,2883.0,4392.0,884.0,BLUE_BOT_JUNGLE,BOT_LANE_CORE,2222.7876641730763,True,True,True,False,1381.0,2008.0,0.6877490039840638
bottom_error_12_EUW1_7758367754_100,bottom_error,12,EUW1_7758367754,100,blue,16.4,6,6.002683333333334,Elise,Jhin,True,True,9414.0,5597.0,12065.0,2426.0,BOT_SIDE_NEAR,BOT_LANE_CORE,4133.163679313947,True,True,False,True,1483.0,2444.0,0.6067921440261865
bottom_error_12_EUW1_7758367754_100,bottom_error,12,EUW1_7758367754,100,blue,16.4,7,7.003183333333333,Elise,Jhin,True,True,11759.0,3336.0,12147.0,2294.0,BOT_SIDE_NEAR,BOT_LANE_CORE,1111.8938798284664,True,True,False,False,1673.0,2975.0,0.5623529411764706
bottom_error_12_EUW1_7758367754_100,bottom_error,12,EUW1_7758367754,100,blue,16.4,8,8.00345,Elise,Jhin,True,True,11367.0,3754.0,12193.0,2437.0,BOT_SIDE_NEAR,BOT_LANE_CORE,1554.5948025128607,True,True,False,False,1995.0,3360.0,0.59375
bottom_error_12_EUW1_7758367754_100,bottom_error,12,EUW1_7758367754,100,blue,16.4,9,9.003616666666666,Elise,Jhin,True,True,9942.0,879.0,10496.0,859.0,BOT_LANE_CORE,BOT_LANE_CORE,554.3608932816239,True,True,False,False,2504.0,3859.0,0.6488727649650169
bottom_error_12_EUW1_7758367754_100,bottom_error,12,EUW1_7758367754,100,blue,16.4,10,10.003966666666667,Elise,Jhin,True,True,6359.0,9201.0,10971.0,1550.0,RED_TOP_JUNGLE,BOT_LANE_CORE,8933.551645342404,True,True,True,True,2656.0,4089.0,0.6495475666422108
